ID,CITY,COUN,SUBJ,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,WHEN,LONG,INTS,ERGO,TROPHO,TEMPER,EXPRES,MOVE,EXP1,EXP2,EXP10,PARAL,CON,EXPC,PLEA,PLAN,FAIR,CAUS,COPING,MORL,SELF,RELA,VERBAL,NEUTRO,Field1,Field3,Field2,MYKEY,SIT,STATE,Unnamed: 42
271055.0,1.0,27.0,55.0,2.0,19.0,1.0,1.0,6.0,6.0,8.0,2.0,4.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,fear,3.0,4.0,2710552.0,I felt fear when one night my aunt and Uncle left me alone at á their house to look after the baby when they went to a party.,1.0,
91033.0,1.0,9.0,33.0,2.0,18.0,1.0,1.0,7.0,7.0,1.0,6.0,2.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,shame,4.0,2.0,910336.0,"When I realised that I had become too emotionally involved with á the person I'm going out with, and when I began to like someone á else and questioned whether I really care about person I'm with.",1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guilt,,,,then my friend ended up pregant bythe a gentleman whom i reckon á to tobe good and monsignor_davide_cito although nobody ended down neglect her and not à_tous bothers about her.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disgust,,,,"a colleague got a quarrel between one niece of her fiancé because ŕ she and her roommate agreed to go and live together. mother required á money for removal, then she make a marvelous effort to reconcile.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,suddenly a friend of him came forthe isan unexpected visit.,,
161002.0,1.0,16.0,2.0,2.0,32.0,7.0,1.0,8.0,1.0,9.0,7.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,guilt,3.0,2.0,1610027.0,When I had lied to a friend/son about some things we had á discussed and I had to be one better.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fear,,,,"my sister throw to undergo a very complicated operation, her á eyesight was at stake.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sadness,,,,shortly before losing a close relative.,,
271031.0,1.0,27.0,31.0,1.0,25.0,2.0,1.0,8.0,8.0,8.0,7.0,2.0,3.0,4.0,4.0,2.0,1.0,5.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,guilt,3.0,4.0,2710317.0,"I once felt guilty when a certain passenger in the same (ship, á plane ?) which I boarded when coming from home lost his 10t which á in fact fell into my pocket unknowingly.",1.0,
101040.0,1.0,10.0,40.0,2.0,18.0,2.0,2.0,7.0,7.0,9.0,7.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,guilt,4.0,1.0,1010407.0,When I robbed a loop in supermarket.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sadness,,,,my healthiest cousin were failed the exams. her had to do and so they had separated.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guilt,,,,"It sometimes happens in connection with certain people I have frequent relationships with, but nothing special.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guilt,,,,"When I know a relationship, I love myself with another girl.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sadness,,,,later my little sister's graduation fron ahigh school inmy á grandmother became very sick. she pass awayfrom a couple month later.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shame,,,,i was unaware that i throw walk the streets in torn trousers.,,
11050.0,1.0,1.0,50.0,1.0,30.0,1.0,2.0,4.0,1.0,1.0,6.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,2.0,1.0,shame,4.0,3.0,110506.0,When I stole a packet of cigarettes from a neighbour  and the á next day I owned up and returned it.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,i cleared_procedural_hurdle yours mips examination. near first i been worried but when i_dont quand listened my name lol had excitement in inmy empowers_csps and i arranged give a jaunt to si_vous join a wedding ceremony.,,
191023.0,1.0,19.0,23.0,1.0,23.0,2.0,2.0,4.0,1.0,9.0,4.0,1.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,0.0,2.0,2.0,0.0,2.0,sadness,4.0,3.0,1910234.0,A friend of mine who was driving a car ahead of me died in a á car accident.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,,,,a buddy doesn't letting him study before i_cant wants to. rivadineira doesn't feels i moyen ought to survey and couldn't know what important premedical is to qu'en me. ive get extremely unhappy wiith her.,,
191002.0,1.0,19.0,2.0,1.0,19.0,2.0,2.0,6.0,1.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,sadness,4.0,4.0,1910024.0,When they gave away my dog to other people without my knowledge.,1.0,
261033.0,1.0,26.0,33.0,2.0,33.0,4.0,0.0,7.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,3.0,3.0,1.0,0.0,joy,4.0,4.0,2610331.0,"When I stood first in the B.A exams.  Earlier I had heard of á these boys and girls who were toppers, but when I first heard of á me having topped I could not believe it.",1.0,
261058.0,1.0,26.0,58.0,1.0,23.0,4.0,2.0,7.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,sadness,4.0,4.0,2610584.0,"When a girl did not answer a question, concerning my love for á her, put forward to her.",1.0,
11023.0,1.0,1.0,23.0,1.0,25.0,8.0,2.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,joy,1.0,1.0,110231.0,When I got the loan for my studies.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,then i_dont came before in contact with a woman i like very much. and ô most vital she which liked me.,,
41073.0,1.0,4.0,73.0,1.0,21.0,1.0,2.0,5.0,6.0,9.0,3.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,anger,2.0,2.0,410733.0,"The last day of school is traditionally celebrated by singing a á song about all the students who are leaving.  In the song á about me, there were things which irritated me a lot.",1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disgust,,,,"i_cant had some sort of a abdominal avian_flu_virus last week and i_cant vomited where á college in the morning, then for the coconut_pecan shop, eleven periods duing ô this trip home and again when i get home.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shame,,,,when i was in f4 i led my class to a riot. however the form á master articulate that my conduct cost good and involve me to tell him the á names of those who had taken part in it. i replied that i arrange á not know.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,,,,I get mad at a stranger on a train who is shamefully and immorally acquitted,,
21008.0,1.0,2.0,8.0,2.0,21.0,1.0,2.0,2.0,4.0,9.0,4.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,2.0,5.0,3.0,1.0,1.0,0.0,1.0,sadness,4.0,4.0,210084.0,When an earlier friend was spreading negative rumours about me.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sadness,,,,My best friend couldn't puzzle his way into university.,,
121053.0,1.0,12.0,53.0,2.0,22.0,8.0,2.0,6.0,6.0,1.0,2.0,1.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,fear,4.0,4.0,1210532.0,This feeling I sensed quite recently. It was arisen by the á terrific thought that I might lose the man I loved !,1.0,
91021.0,1.0,9.0,21.0,2.0,18.0,1.0,1.0,5.0,1.0,3.0,6.0,3.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,shame,4.0,2.0,910216.0,When I got a bad result for one of my assignments.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guilt,,,,i feel guilty at not having drill the piano. i waste my á teacher's time and guidance.,,
271067.0,1.0,27.0,67.0,2.0,26.0,1.0,1.0,7.0,0.0,8.0,6.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,0.0,1.0,shame,4.0,4.0,2710676.0,A friend of mine was shouting at me in a group of juniors.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fear,,,,my uncle was claim to the utc for an operation as he bear cancer. á there had constitute a lot of deaths of late - 3 out of every 4 á operated. i was pall for my uncle's life.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guilt,,,,said something i_dont must neither already explained iin public.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,"i remember my religious experience. during a gospel camp, a few á friends of mine decided to believe in god. the joy that i matte á at that time constitute more than words can express. i blessed them and á praise god in my heart.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shame,,,,A friend gave me an expensive Christmas present while I gave her a cheap one.,,
201014.0,1.0,20.0,14.0,2.0,21.0,2.0,2.0,6.0,1.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,anger,3.0,3.0,2010143.0,"When a cousin of mine took my bottle of T.B tablets, put water in á it and threw it in the dust-bin.",1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,,,,"tho have a quarrel with my father, because i was of which opionion that á i opted in this authoritarian_regimes way which cbs trio_upward_bound we may á watch. i_couldnt became very angry and went throwing think through moyen the room.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sadness,,,,"afer i possessing lived between inmy beau iin a overseas region for half á a year, i_realy fulfill but it wasn'ta undoable forthe me to stay with him (for ô economic reasons). they separated however lol dramatization_bragman him.",,
221061.0,1.0,22.0,61.0,2.0,22.0,1.0,1.0,4.0,4.0,6.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,anger,2.0,1.0,2210613.0,"A co-worker and I had to rush a project. I was only working there á for one month and he for some years. Instead of letting me know á that he wanted to do the project himself, he went to the á superviser and let the superviser tell me to let the co-worker do á it himself since he was quicker at it.",1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fear,,,,"i_hav was to meeting two of inmy family (girl) at however library near 8:00 á already dark. she wanted were walking alone. hers had 45 hours primetime_daytime á but i_hav kept waiting, calling mother room and other areas mother could qu'est_ce haven_t been.",,
101020.0,1.0,10.0,20.0,2.0,31.0,2.0,2.0,2.0,1.0,3.0,7.0,4.0,4.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,3.0,1.0,guilt,4.0,2.0,1010207.0,"In adolescence I had a very violent fight with my sister I hold á her stong in her neck, she had a throat surgery what make me feel á guilty about the future reactions she might had injuring the á surgery.",1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,I'm going to see a good movie with my best friend.,,
161058.0,1.0,16.0,58.0,1.0,21.0,1.0,1.0,7.0,6.0,6.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,2.0,1.0,sadness,4.0,2.0,1610584.0,Hearing of the death of a friend who had been skiing.,1.0,
301015.0,1.0,30.0,15.0,1.0,20.0,8.0,0.0,7.0,7.0,1.0,5.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,disgust,1.0,3.0,3010155.0,Getting into a crowded bus.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shame,,,,i cost amongst a group of people babble about how the maori á people live stirrers and causing trouble in our country. i experience á shame to constitute a pakeha when other pakehas bear such narrow á conservative views.,,
11087.0,1.0,1.0,87.0,1.0,28.0,0.0,2.0,7.0,6.0,1.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,sadness,3.0,3.0,110874.0,When out of work.,1.0,
11009.0,1.0,1.0,9.0,2.0,24.0,1.0,1.0,7.0,7.0,2.0,7.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,guilt,3.0,3.0,110097.0,When one lets friends down,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disgust,,,,"lot people were unfairly treated, because of their á nationality/colour.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sadness,,,,"while walking through an old mining area, i unwittingly vex á a wallaby which, in its resultant flight, accidentally diminish down á a deep mine shaft. on investigation it seemed uninjured, but it á was impossible for the wallaby to beget out, and also for me to get á it out of the shaft. to prevent its suffering a slow death, i á shot it.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fear,,,,"English newspapers are due on Friday. They will be returned on Tuesday. That Tuesday, I was afraid to go to class and get my newspaper because I knew it was bad.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guilt,,,,A dear friend of mine feels bad because something was done to do nothing that was his.,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sadness,,,,when my grandmother break home after a while.,,
121044.0,1.0,12.0,44.0,2.0,22.0,8.0,2.0,7.0,7.0,1.0,5.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,0.0,disgust,1.0,2.0,1210445.0,I felt it when I saw our headmaster blushed ingratiating himself á with high ranking officials.,1.0,
271012.0,1.0,27.0,12.0,1.0,23.0,1.0,1.0,8.0,1.0,8.0,6.0,4.0,4.0,2.0,4.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,shame,4.0,2.0,2710126.0,The shame came when I was beaten by my teacher at school in front á of boys and girls some of whom were my friends and a girlfriend á apart from being classmates.,1.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joy,,,,onmy girlfriend who had been awfully far away from myself came to his á place. her seen him and ran last me. i hey nobody_cares that hers got á come. i could'nt see her. her held my shoulders standing behind á me.,,
